
62017CO0314,Value added tax
62017CO0314,Taxation
62016CO0615,Taxation
62016CO0615,Value added tax
62016CO0549,Taxation
62016CO0549,Value added tax
62016CO0286,Value added tax
62016CO0286,Taxation
62016CO0286,Principles; objectives and tasks of the Treaties
62016CO0028,Value added tax
62016CO0028,Taxation
62015CO0446,Value added tax
62015CO0446,Taxation
62016CO0055,Value added tax
62016CO0055,Taxation
62015CO0393,Value added tax
62015CO0393,Taxation
62015CO0555,Value added tax
62015CO0555,Taxation
62014CO0529,Excise duties
62014CO0529,Taxation
62015CO0120,Taxation
62015CO0120,Value added tax
62014CO0424,Value added tax
62014CO0424,Taxation
62014CO0585,Taxation

62015CO0250,Principles; objectives and tasks of the Treaties
62015CO0250,Taxation
62014CO0159,Taxation
62014CO0159,Value added tax
62014CO0123,Taxation
62014CO0123,Value added tax
62014CO0082,Taxation
62014CO0082,Value added tax
62014CO0082,Principles; objectives and tasks of the Treaties
62014CO0578,Taxation
62014CO0578,Approximation of laws
62014CO0275,Energy
62014CO0275,Taxation
62013CO0097,Taxation
62014CO0313,Taxation
62014CO0313,Excise duties
62013CO0654,Value added tax
62013CO0654,Taxation
62013CO0654,Charter of Fundamental Rights
62013CO0654,Fundamental rights
62013CO0500,Taxation
62013CO0500,Value added tax
62013CO0033,Value added tax
62013CO0033,Taxation
62013CO0072,Value added tax
62013CO0072,Taxation
62012CO0468,Approximation of laws
62012CO0468,Taxation
62012CO0468,Indirect taxation
62011CO0572,Value added tax
62011CO0572,Taxation
62012CO0444,Taxation
62012CO0444,Value added tax
62012CO0389,Taxation
62012CO0153,Value added tax
62012CO0153,Taxation
62011CO0563,Taxation
62011CO0563,Value added tax
62011CO0560,Value added tax
62011CO0560,Taxation
62011CO0038,Free movement of capital
62011CO0038,Approximation of laws
62011CO0038,Taxation
62011CO0021,Taxation
62010CO0529,Right of establishment
62010CO0529,Principles; objectives and tasks of the Treaties
62010CO0529,Competition
62010CO0529,State aids
62010CO0529,Free movement of capital
62010CO0529,Taxation
62011CO0333,Taxation
62011CO0333,Excise duties
62011CO0333,Customs Union
62011CO0333,Free movement of goods
62011CO0220,Value added tax
62011CO0220,Taxation
62011CO0117,Value added tax
62011CO0117,Taxation
62011CO0069,Taxation
62011CO0069,Value added tax
62010CO0573,Internal taxation
62010CO0573,Taxation
62010CO0438,Internal taxation
62010CO0438,Taxation
62010CO0335,Taxation
62010CO0335,Internal taxation
62010CO0613,Value added tax
62010CO0613,Taxation
62010CO0136,Internal taxation
62010CO0136,Taxation
62010CO0336,Taxation
62010CO0336,Internal taxation
62011CO0029,Taxation
62011CO0029,Internal taxation
62010CO0199,Right of establishment
62010CO0199,Non-discrimination on grounds of nationality
62010CO0199,Taxation
62010CO0199,Free movement of capital
62010CO0199,anti-discrimination
62010CO0439,Taxation
62010CO0441,Taxation
62010CO0440,Taxation
62010CO0377,Taxation
62009CO0487,Indirect taxation
62009CO0487,Taxation
62009CO0381,Value added tax
62009CO0381,Taxation
62009CO0292,Taxation
62009CO0292,Value added tax
62008CO0483,Value added tax
62008CO0483,Taxation
62007CO0439,Free movement of capital
62007CO0439,Taxation
62007CO0439,Approximation of laws
62007CO0439,Right of establishment
62008CO0119,Value added tax
62008CO0119,Taxation
62008CO0151,Value added tax
62008CO0151,Taxation
62008CO0156,Value added tax
62008CO0156,Taxation
62008CO0042,Taxation
62008CO0042,Freedom to provide services
62007CO0456,Value added tax
62007CO0456,Taxation
62007CO0231,Value added tax
62007CO0231,Taxation
62007CO0186,Value added tax
62007CO0186,Provisions governing the Institutions
62007CO0186,Taxation
62005CO0201,Freedom to provide services
62005CO0201,Free movement of capital
62005CO0201,Right of establishment
62005CO0201,Taxation
62007CO0134,Internal taxation
62007CO0134,Taxation
62006CO0221,Taxation
62006CO0168,Taxation
62006CO0168,Value added tax
62005CO0233,Taxation
62005CO0261,Value added tax
62005CO0261,Taxation
62005CO0018,Taxation
62005CO0018,Value added tax
62002CO0395,Value added tax
62002CO0395,Taxation
62002CO0395,Free movement of goods
62002CO0169,Taxation
62002CO0169,Value added tax
62001CO0431,Right of establishment
62001CO0431,Taxation
62001CO0431,Free movement of workers
62000CO0264,Taxation
62000CO0264,Indirect taxation
62001CO0080,Excise duties
62001CO0080,Taxation
62001CO0080,Principles; objectives and tasks of the Treaties
62000CO0102,Taxation
62000CO0102,Value added tax
61999CO0279,Taxation
61999CO0279,Indirect taxation
61998CO0028,Taxation
61998CO0325,Taxation
61998CO0162,Transport
61998CO0162,Taxation
61996CO0405,Taxation
61996CO0405,Charges having an equivalent effect
61996CO0405,Free movement of goods
61996CO0405,Customs Union
61996CO0116,Value added tax
61996CO0116,Taxation
61995CO0257,Taxation
61995CO0307,Taxation
61994CO0097,Taxation
61992CO0157,Agreements; decisions and concerted practices
61992CO0157,Dominant position
61992CO0157,Free movement of goods
61992CO0157,Competition
61992CO0157,Taxation
61992CO0157,Concerted practices
61992CO0157,State monopolies of a commercial character
61992CO0157,Quantitative restrictions
61992CO0157,Measures having equivalent effect
61990CO0195(01),Taxation
61990CO0195(01),Transport
61990CO0195(01),Environment
61990CO0195,Environment
61990CO0195,Taxation
61990CO0195,Transport


